Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,27,66050,0107292,Monterey,King City Union,King City Arts Magnet,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,365,284,77.8%,301,82.5%,365,284,77.8%,301,82.5%,Y
2014-2015,27,66050,6026124,Monterey,King City Union,Chalone Peaks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,796,640,80.4%,695,87.3%,796,640,80.4%,695,87.3%,Y
2014-2015,27,66050,6026132,Monterey,King City Union,Santa Lucia Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,712,654,91.9%,681,95.6%,712,654,91.9%,681,95.6%,Y
2014-2015,27,66050,6106777,Monterey,King City Union,Del Rey Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,750,612,81.6%,665,88.7%,699,573,82.0%,620,88.7%,Y
2014-2015,27,66068,2730083,Monterey,South Monterey County Joint Union High,Portola-Butler Continuation High,High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,98,79,80.6%,80,81.6%,70,57,81.4%,58,82.9%,Y
2014-2015,27,66068,2730174,Monterey,South Monterey County Joint Union High,Greenfield High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,988,724,73.3%,785,79.5%,957,702,73.4%,761,79.5%,Y
2014-2015,27,66068,2732170,Monterey,South Monterey County Joint Union High,King City High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,947,760,80.3%,812,85.7%,924,741,80.2%,793,85.8%,Y
2014-2015,27,66076,6026140,Monterey,Lagunita Elementary,Lagunita Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,100,12,12.0%,15,15.0%,99,12,12.1%,15,15.2%,Y
2014-2015,27,66084,6026157,Monterey,Mission Union Elementary,Mission Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,129,9,7.0%,9,7.0%,129,9,7.0%,9,7.0%,Y
2014-2015,27,66092,0111435,Monterey,Monterey Peninsula Unified,Marina High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,559,244,43.6%,334,59.7%,542,239,44.1%,324,59.8%,Y
2014-2015,27,66092,0112896,Monterey,Monterey Peninsula Unified,Monterey Peninsula Unified School District Community Day,Unified School District,District Community Day Schools,Community Day School,,N,,,N,9,12,7,3,42.9%,4,57.1%,7,3,42.9%,4,57.1%,Y
2014-2015,27,66092,0115642,Monterey,Monterey Peninsula Unified,Monterey Peninsula Unified School District Community Day Middle,Unified School District,District Community Day Schools,Community Day School,,N,,,N,6,8,6,4,66.7%,5,83.3%,6,4,66.7%,5,83.3%,Y
2014-2015,27,66092,0124602,Monterey,Monterey Peninsula Unified,Monte Vista,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,349,97,27.8%,147,42.1%,347,97,28.0%,147,42.4%,Y
2014-2015,27,66092,0129239,Monterey,Monterey Peninsula Unified,Dual Language Academy of the Monterey Peninsula,Unified School District,Elementary Schools (Public),Traditional,,Y,1621,Locally funded,N,K,8,361,164,45.4%,240,66.5%,361,164,45.4%,240,66.5%,Y
2014-2015,27,66092,2730240,Monterey,Monterey Peninsula Unified,Learning for Life Charter,Unified School District,High Schools (Public),Traditional,,Y,0362,Directly funded,Y,7,12,75,35,46.7%,50,66.7%,58,26,44.8%,39,67.2%,Y
2014-2015,27,66092,2732253,Monterey,Monterey Peninsula Unified,Central Coast High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,69,47,68.1%,49,71.0%,62,44,71.0%,46,74.2%,Y
2014-2015,27,66092,2732808,Monterey,Monterey Peninsula Unified,Monterey High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,246",382,30.7%,541,43.4%,"1,209",373,30.9%,527,43.6%,Y
2014-2015,27,66092,2735348,Monterey,Monterey Peninsula Unified,Seaside High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,119",547,48.9%,721,64.4%,"1,053",524,49.8%,693,65.8%,Y
2014-2015,27,66092,6026181,Monterey,Monterey Peninsula Unified,Del Rey Woods Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,449,354,78.8%,426,94.9%,434,339,78.1%,411,94.7%,Y
2014-2015,27,66092,6026199,Monterey,Monterey Peninsula Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,388,158,40.7%,236,60.8%,372,151,40.6%,228,61.3%,Y
2014-2015,27,66092,6026207,Monterey,Monterey Peninsula Unified,George C. Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,499,143,28.7%,237,47.5%,499,143,28.7%,237,47.5%,Y
2014-2015,27,66092,6026223,Monterey,Monterey Peninsula Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,399,328,82.2%,369,92.5%,387,319,82.4%,360,93.0%,Y
2014-2015,27,66092,6026249,Monterey,Monterey Peninsula Unified,Ione Olson Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,413,198,47.9%,266,64.4%,413,198,47.9%,266,64.4%,Y
2014-2015,27,66092,6026256,Monterey,Monterey Peninsula Unified,J. C. Crumpton Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,365,212,58.1%,273,74.8%,365,212,58.1%,273,74.8%,Y
2014-2015,27,66092,6026280,Monterey,Monterey Peninsula Unified,La Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,421,52,12.4%,79,18.8%,421,52,12.4%,79,18.8%,Y
2014-2015,27,66092,6026314,Monterey,Monterey Peninsula Unified,Marina Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,450,291,64.7%,376,83.6%,434,288,66.4%,370,85.3%,Y
2014-2015,27,66092,6026355,Monterey,Monterey Peninsula Unified,Ord Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,489,404,82.6%,454,92.8%,489,404,82.6%,454,92.8%,Y
2014-2015,27,66092,6058713,Monterey,Monterey Peninsula Unified,Los Arboles Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,620,314,50.6%,435,70.2%,620,314,50.6%,435,70.2%,Y
2014-2015,27,66092,6058721,Monterey,Monterey Peninsula Unified,Martin Luther King,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,476,396,83.2%,448,94.1%,462,385,83.3%,435,94.2%,Y
2014-2015,27,66092,6058739,Monterey,Monterey Peninsula Unified,Seaside Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,753,460,61.1%,593,78.8%,753,460,61.1%,593,78.8%,Y
2014-2015,27,66092,6058747,Monterey,Monterey Peninsula Unified,Walter Colton,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,6,8,724,310,42.8%,451,62.3%,724,310,42.8%,451,62.3%,Y
2014-2015,27,66092,6118962,Monterey,Monterey Peninsula Unified,International School of Monterey,Unified School District,Elementary Schools (Public),Traditional,,Y,0429,Directly funded,Y,K,8,416,38,9.1%,78,18.8%,416,38,9.1%,78,18.8%,Y
2014-2015,27,66134,2731115,Monterey,Pacific Grove Unified,Community High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,19,4,21.1%,5,26.3%,18,4,22.2%,5,27.8%,Y
2014-2015,27,66134,2733657,Monterey,Pacific Grove Unified,Pacific Grove High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,594,68,11.4%,102,17.2%,579,64,11.1%,97,16.8%,Y
2014-2015,27,66134,6026470,Monterey,Pacific Grove Unified,Forest Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,460,95,20.7%,131,28.5%,446,91,20.4%,126,28.3%,Y
2014-2015,27,66134,6026496,Monterey,Pacific Grove Unified,Robert Down Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,467,51,10.9%,70,15.0%,467,51,10.9%,70,15.0%,Y
2014-2015,27,66134,6058754,Monterey,Pacific Grove Unified,Pacific Grove Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,472,62,13.1%,98,20.8%,472,62,13.1%,98,20.8%,Y
2014-2015,27,66142,0108068,Monterey,Salinas City Elementary,Boronda Meadows,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,789,591,74.9%,714,90.5%,789,591,74.9%,714,90.5%,Y
2014-2015,27,66142,6026520,Monterey,Salinas City Elementary,El Gabilan Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,772,558,72.3%,700,90.7%,746,539,72.3%,678,90.9%,Y
2014-2015,27,66142,6026538,Monterey,Salinas City Elementary,Henry F. Kammann Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,879,584,66.4%,758,86.2%,857,571,66.6%,744,86.8%,Y
2014-2015,27,66142,6026546,Monterey,Salinas City Elementary,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,662,213,32.2%,285,43.1%,645,206,31.9%,277,42.9%,Y
2014-2015,27,66142,6026553,Monterey,Salinas City Elementary,Loma Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,615,444,72.2%,574,93.3%,598,432,72.2%,560,93.6%,Y
2014-2015,27,66142,6026561,Monterey,Salinas City Elementary,Los Padres Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,788,580,73.6%,726,92.1%,788,580,73.6%,726,92.1%,Y
2014-2015,27,66142,6026579,Monterey,Salinas City Elementary,Mission Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,725,233,32.1%,356,49.1%,725,233,32.1%,356,49.1%,Y
2014-2015,27,66142,6026587,Monterey,Salinas City Elementary,Monterey Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,545,347,63.7%,438,80.4%,532,335,63.0%,425,79.9%,Y
2014-2015,27,66142,6026595,Monterey,Salinas City Elementary,Natividad Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,702,534,76.1%,668,95.2%,702,534,76.1%,668,95.2%,Y
2014-2015,27,66142,6026603,Monterey,Salinas City Elementary,Roosevelt Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,627,532,84.8%,615,98.1%,627,532,84.8%,615,98.1%,Y
2014-2015,27,66142,6026611,Monterey,Salinas City Elementary,Sherwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,889,770,86.6%,867,97.5%,889,770,86.6%,867,97.5%,Y
2014-2015,27,66142,6066963,Monterey,Salinas City Elementary,University Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,580,357,61.6%,440,75.9%,563,347,61.6%,429,76.2%,Y
2014-2015,27,66142,6109177,Monterey,Salinas City Elementary,Laurel Wood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,552,245,44.4%,374,67.8%,552,245,44.4%,374,67.8%,Y
2014-2015,27,66159,0124610,Monterey,Salinas Union High,El Puente,High School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,7,12,430,225,52.3%,235,54.7%,271,148,54.6%,157,57.9%,Y
2014-2015,27,66159,2730109,Monterey,Salinas Union High,Alisal High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,480","1,501",60.5%,"1,770",71.4%,"2,407","1,465",60.9%,"1,730",71.9%,Y
2014-2015,27,66159,2730166,Monterey,Salinas Union High,Everett Alvarez High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,496","1,191",47.7%,"1,443",57.8%,"2,407","1,166",48.4%,"1,414",58.7%,Y
2014-2015,27,66159,2730273,Monterey,Salinas Union High,Carr Lake Community Day,High School District,District Community Day Schools,Community Day School,,N,,,N,7,12,25,18,72.0%,18,72.0%,25,18,72.0%,18,72.0%,Y
2014-2015,27,66159,2733178,Monterey,Salinas Union High,North Salinas High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,920","1,006",52.4%,"1,201",62.6%,"1,856",985,53.1%,"1,177",63.4%,Y
2014-2015,27,66159,2734481,Monterey,Salinas Union High,Mount Toro High,High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,209,124,59.3%,133,63.6%,165,103,62.4%,110,66.7%,Y
2014-2015,27,66159,2734556,Monterey,Salinas Union High,Salinas High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,541",916,36.0%,"1,084",42.7%,"2,468",898,36.4%,"1,064",43.1%,Y
2014-2015,27,66159,6058762,Monterey,Salinas Union High,El Sausal Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,952,746,78.4%,852,89.5%,952,746,78.4%,852,89.5%,Y
2014-2015,27,66159,6058770,Monterey,Salinas Union High,Washington Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,"1,152",674,58.5%,779,67.6%,"1,152",674,58.5%,779,67.6%,Y
2014-2015,27,66159,6110753,Monterey,Salinas Union High,Harden Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,"1,194",725,60.7%,880,73.7%,"1,194",725,60.7%,880,73.7%,Y
2014-2015,27,66159,6118129,Monterey,Salinas Union High,La Paz Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,"1,038",797,76.8%,904,87.1%,"1,038",797,76.8%,904,87.1%,Y
2014-2015,27,66167,6026629,Monterey,San Antonio Union Elementary,San Antonio Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,170,71,41.8%,88,51.8%,168,69,41.1%,86,51.2%,Y
2014-2015,27,66175,6026637,Monterey,San Ardo Union Elementary,San Ardo Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,100,84,84.0%,90,90.0%,98,83,84.7%,89,90.8%,Y
2014-2015,27,66183,6026645,Monterey,San Lucas Union Elementary,San Lucas Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2                                       ,N,,,N,K,8,52,42,80.8%,46,88.5%,51,41,80.4%,45,88.2%,Y
2014-2015,27,66191,0107391,Monterey,Santa Rita Union Elementary,New Republic Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,552,187,33.9%,269,48.7%,542,187,34.5%,269,49.6%,Y
2014-2015,27,66191,0122911,Monterey,Santa Rita Union Elementary,Bolsa Knolls Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,6,8,541,274,50.6%,333,61.6%,541,274,50.6%,333,61.6%,Y
2014-2015,27,66191,6026652,Monterey,Santa Rita Union Elementary,La Joya Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,498,313,62.9%,313,62.9%,491,311,63.3%,311,63.3%,Y
2014-2015,27,66191,6026660,Monterey,Santa Rita Union Elementary,Santa Rita Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,658,549,83.4%,549,83.4%,653,544,83.3%,544,83.3%,Y
2014-2015,27,66191,6102925,Monterey,Santa Rita Union Elementary,Gavilan View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,6,8,560,373,66.6%,387,69.1%,560,373,66.6%,387,69.1%,Y
2014-2015,27,66191,6120224,Monterey,Santa Rita Union Elementary,McKinnon,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,483,324,67.1%,325,67.3%,476,319,67.0%,320,67.2%,Y
2014-2015,27,66225,6026694,Monterey,Spreckels Union Elementary,Spreckels Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,609,75,12.3%,89,14.6%,598,75,12.5%,88,14.7%,Y
2014-2015,27,66225,6115182,Monterey,Spreckels Union Elementary,Buena Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,365,45,12.3%,58,15.9%,365,45,12.3%,58,15.9%,Y
2014-2015,27,66233,6026702,Monterey,Washington Union Elementary,San Benancio Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,338,13,3.8%,14,4.1%,338,13,3.8%,14,4.1%,Y
2014-2015,27,66233,6026710,Monterey,Washington Union Elementary,Washington Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,4,5,208,6,2.9%,6,2.9%,208,6,2.9%,6,2.9%,Y
2014-2015,27,66233,6092688,Monterey,Washington Union Elementary,Toro Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,3,387,10,2.6%,10,2.6%,374,10,2.7%,10,2.7%,Y
2014-2015,27,73825,2730034,Monterey,North Monterey County Unified,North Monterey County High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,105",632,57.2%,834,75.5%,"1,050",611,58.2%,804,76.6%,Y
2014-2015,27,73825,2730125,Monterey,North Monterey County Unified,North Monterey County Center for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,157,28,17.8%,30,19.1%,123,20,16.3%,22,17.9%,Y
2014-2015,27,73825,2730141,Monterey,North Monterey County Unified,Central Bay High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,54,33,61.1%,40,74.1%,45,26,57.8%,32,71.1%,Y
2014-2015,27,73825,6026397,Monterey,North Monterey County Unified,Castroville Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,669,518,77.4%,571,85.4%,655,516,78.8%,569,86.9%,Y
2014-2015,27,73825,6026405,Monterey,North Monterey County Unified,Echo Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,573,395,68.9%,470,82.0%,561,389,69.3%,459,81.8%,Y
2014-2015,27,73825,6026413,Monterey,North Monterey County Unified,Elkhorn Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,662,426,64.4%,545,82.3%,662,426,64.4%,545,82.3%,Y
2014-2015,27,73825,6026421,Monterey,North Monterey County Unified,North Monterey County Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,614,407,66.3%,518,84.4%,614,407,66.3%,518,84.4%,Y
2014-2015,27,73825,6026447,Monterey,North Monterey County Unified,Prunedale Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,659,426,64.6%,528,80.1%,647,416,64.3%,516,79.8%,Y
2014-2015,27,75150,0118349,Monterey,Big Sur Unified,Big Sur Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,1000,Directly funded,Y,K,12,83,15,18.1%,25,30.1%,80,14,17.5%,23,28.8%,Y
2014-2015,27,75150,2730133,Monterey,Big Sur Unified,Pacific Valley (K-12),Unified School District,K-12 Schools (Public),Traditional,,N,,,N,K,12,13,4,30.8%,7,53.8%,13,4,30.8%,7,53.8%,Y
2014-2015,27,75440,0106112,Monterey,Soledad Unified,Pinnacles High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,38,36,94.7%,37,97.4%,27,25,92.6%,26,96.3%,Y
2014-2015,27,75440,0106336,Monterey,Soledad Unified,Frank Ledesma Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,616,562,91.2%,574,93.2%,616,562,91.2%,574,93.2%,Y
2014-2015,27,75440,0111088,Monterey,Soledad Unified,Jack Franscioni Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,539,446,82.7%,464,86.1%,539,446,82.7%,464,86.1%,Y
2014-2015,27,75440,2730190,Monterey,Soledad Unified,Soledad High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,428","1,222",85.6%,"1,284",89.9%,"1,347","1,147",85.2%,"1,206",89.5%,Y
2014-2015,27,75440,6026678,Monterey,Soledad Unified,Main Street Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,761,691,90.8%,712,93.6%,761,691,90.8%,712,93.6%,Y
2014-2015,27,75440,6026686,Monterey,Soledad Unified,San Vicente Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,P,6,551,508,92.2%,517,93.8%,538,496,92.2%,505,93.9%,Y
2014-2015,27,75440,6105472,Monterey,Soledad Unified,Gabilan Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,440,428,97.3%,429,97.5%,440,428,97.3%,429,97.5%,Y
2014-2015,27,75440,6118756,Monterey,Soledad Unified,Rose Ferrero Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,542,461,85.1%,479,88.4%,508,433,85.2%,451,88.8%,Y
2014-2015,27,75473,2730067,Monterey,Gonzales Unified,Somavia High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,43,24,55.8%,26,60.5%,29,17,58.6%,18,62.1%,Y
2014-2015,27,75473,2730885,Monterey,Gonzales Unified,Gonzales High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,761,519,68.2%,601,79.0%,731,500,68.4%,580,79.3%,Y
2014-2015,27,75473,6026090,Monterey,Gonzales Unified,Fairview Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,5,8,725,550,75.9%,621,85.7%,725,550,75.9%,621,85.7%,Y
2014-2015,27,75473,6066955,Monterey,Gonzales Unified,La Gloria Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,948,701,73.9%,796,84.0%,925,684,73.9%,777,84.0%,Y
2014-2015,28,10280,2830073,Napa,Napa County Office of Education,Napa County Juvenile Hall/Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,N,,,N,7,12,18,5,27.8%,5,27.8%,18,5,27.8%,5,27.8%,Y
2014-2015,28,10280,2830099,Napa,Napa County Office of Education,Napa County Community,County Office of Education (COE),County Community,County Community School,,N,,,N,7,12,126,69,54.8%,86,68.3%,106,59,55.7%,76,71.7%,Y
2014-2015,28,66241,0000001,Napa,Calistoga Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2014-2015,28,66241,2830065,Napa,Calistoga Joint Unified,Palisades High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,5,3,60.0%,4,80.0%,5,3,60.0%,4,80.0%,Y
2014-2015,28,66241,2831758,Napa,Calistoga Joint Unified,Calistoga Junior-Senior High,Unified School District,High Schools (Public),Traditional,,N,,,N,7,12,341,185,54.3%,235,68.9%,326,177,54.3%,226,69.3%,Y
2014-2015,28,66241,6026744,Napa,Calistoga Joint Unified,Calistoga Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,485,277,57.1%,358,73.8%,471,271,57.5%,351,74.5%,Y
2014-2015,28,66258,6026751,Napa,Howell Mountain Elementary,Howell Mountain Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,101,40,39.6%,49,48.5%,98,39,39.8%,48,49.0%,Y
2014-2015,28,66266,0000001,Napa,Napa Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,23,3,13.0%,3,13.0%,15,3,20.0%,3,20.0%,Y
2014-2015,28,66266,0101568,Napa,Napa Valley Unified,Harvest Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,676,308,45.6%,394,58.3%,676,308,45.6%,394,58.3%,Y
2014-2015,28,66266,0101964,Napa,Napa Valley Unified,Napa Valley Independent Studies,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,167,34,20.4%,36,21.6%,151,32,21.2%,34,22.5%,Y
2014-2015,28,66266,0108605,Napa,Napa Valley Unified,Stone Bridge,Unified School District,Elementary Schools (Public),Traditional,,Y,0679,Directly funded,Y,K,8,266,23,8.6%,32,12.0%,263,23,8.7%,32,12.2%,Y
2014-2015,28,66266,0109140,Napa,Napa Valley Unified,Canyon Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,720,154,21.4%,233,32.4%,720,154,21.4%,233,32.4%,Y
2014-2015,28,66266,0121087,Napa,Napa Valley Unified,American Canyon High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,551",361,23.3%,484,31.2%,"1,513",347,22.9%,470,31.1%,Y
2014-2015,28,66266,0128314,Napa,Napa Valley Unified,Legacy High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,18,4,22.2%,5,27.8%,18,4,22.2%,5,27.8%,Y
2014-2015,28,66266,2830016,Napa,Napa Valley Unified,Vintage High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,808",502,27.8%,658,36.4%,"1,771",491,27.7%,643,36.3%,Y
2014-2015,28,66266,2830115,Napa,Napa Valley Unified,New Technology High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,401,100,24.9%,133,33.2%,390,99,25.4%,132,33.8%,Y
2014-2015,28,66266,2830149,Napa,Napa Valley Unified,Valley Oak High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,10,12,160,67,41.9%,86,53.8%,140,60,42.9%,78,55.7%,Y
2014-2015,28,66266,2835601,Napa,Napa Valley Unified,Napa High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,916",659,34.4%,838,43.7%,"1,826",612,33.5%,789,43.2%,Y
2014-2015,28,66266,6026769,Napa,Napa Valley Unified,Alta Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,371,129,34.8%,168,45.3%,357,122,34.2%,161,45.1%,Y
2014-2015,28,66266,6026777,Napa,Napa Valley Unified,Bel Aire Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,466,240,51.5%,326,70.0%,466,240,51.5%,326,70.0%,Y
2014-2015,28,66266,6026785,Napa,Napa Valley Unified,Browns Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,559,157,28.1%,189,33.8%,543,150,27.6%,180,33.1%,Y
2014-2015,28,66266,6026827,Napa,Napa Valley Unified,Donaldson Way Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,635,156,24.6%,217,34.2%,635,156,24.6%,217,34.2%,Y
2014-2015,28,66266,6026835,Napa,Napa Valley Unified,El Centro Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,251,81,32.3%,110,43.8%,250,80,32.0%,109,43.6%,Y
2014-2015,28,66266,6026850,Napa,Napa Valley Unified,McPherson Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,533,356,66.8%,451,84.6%,533,356,66.8%,451,84.6%,Y
2014-2015,28,66266,6026868,Napa,Napa Valley Unified,Mt. George International,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,255,32,12.5%,35,13.7%,255,32,12.5%,35,13.7%,Y
